Age,Edu,Comm,Duration,Campaign,PosDays,Last_out,Var_rate,Price_idx,Conf_idx,Month_rate,Quarterly_emp,Target
59,high.school,telephone,309,5,999,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
36,basic.6y,cellular,1556,4,999,nonexistent,-1.1,94.767,-50.8,1.046,4963.6,1
38,professional.course,cellular,479,1,999,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1
36,high.school,telephone,32,2,999,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
28,high.school,cellular,649,2,999,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,1
52,basic.4y,telephone,249,1,999,nonexistent,1.1,93.994,-36.4,4.855,5191,0
24,university.degree,telephone,28,5,999,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
47,high.school,telephone,225,5,999,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
57,basic.9y,cellular,199,2,999,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
36,university.degree,cellular,109,7,999,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
50,basic.4y,cellular,241,2,999,failure,-1.8,93.075,-47.1,1.41,5099.1,0
41,university.degree,cellular,190,3,999,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
45,unknown,cellular,263,1,999,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
25,high.school,cellular,287,1,999,nonexistent,-3.4,92.431,-26.9,0.733,5017.5,0
32,university.degree,cellular,166,1,999,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,0
49,high.school,cellular,109,1,999,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
29,high.school,telephone,240,3,999,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
47,basic.4y,cellular,105,1,999,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
39,high.school,cellular,627,3,999,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
41,professional.course,cellular,101,1,999,nonexistent,-1.8,92.843,-50,1.703,5099.1,0
33,high.school,telephone,33,7,999,failure,-1.8,92.893,-46.2,1.266,5099.1,0
45,basic.4y,telephone,67,7,999,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
39,professional.course,cellular,128,2,999,failure,-1.8,92.893,-46.2,1.25,5099.1,0
29,high.school,telephone,304,4,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
40,high.school,telephone,40,1,999,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
32,high.school,cellular,141,4,999,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
35,professional.course,cellular,218,2,999,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
35,university.degree,telephone,308,3,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
38,basic.4y,telephone,383,3,999,nonexistent,1.1,93.994,-36.4,4.855,5191,0
33,university.degree,cellular,204,1,999,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
35,unknown,cellular,502,2,999,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
35,basic.6y,telephone,197,1,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
35,basic.9y,cellular,580,1,999,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1
30,professional.course,cellular,369,6,999,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
32,university.degree,telephone,52,2,999,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
39,basic.6y,telephone,141,1,999,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
52,basic.4y,cellular,682,10,999,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
33,professional.course,telephone,614,2,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
35,university.degree,cellular,166,5,999,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
32,basic.9y,cellular,93,2,999,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
53,basic.9y,telephone,548,1,999,nonexistent,1.1,93.994,-36.4,4.86,5191,0
53,university.degree,cellular,115,1,999,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
37,professional.course,telephone,78,13,999,nonexistent,1.1,93.994,-36.4,4.864,5191,0
34,high.school,telephone,116,2,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
30,university.degree,cellular,255,1,999,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
52,basic.9y,telephone,463,2,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
34,basic.4y,cellular,285,5,999,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1
49,professional.course,cellular,15,3,999,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
28,university.degree,cellular,41,1,999,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
31,basic.9y,cellular,325,2,999,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
33,basic.9y,cellular,121,4,999,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
33,professional.course,telephone,219,2,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
24,basic.9y,cellular,321,4,999,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
38,basic.6y,telephone,196,1,999,nonexistent,1.1,93.994,-36.4,4.855,5191,0
40,basic.9y,telephone,951,2,999,nonexistent,1.1,93.994,-36.4,4.858,5191,0
58,basic.4y,telephone,101,1,999,nonexistent,1.1,93.994,-36.4,4.86,5191,0
56,university.degree,cellular,370,2,999,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,1
39,university.degree,telephone,44,1,999,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
40,basic.6y,telephone,182,2,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
32,university.degree,cellular,59,1,999,nonexistent,-1.8,92.843,-50,1.687,5099.1,0
42,high.school,cellular,103,2,999,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
43,high.school,telephone,177,3,999,nonexistent,1.1,93.994,-36.4,4.855,5191,0
44,high.school,cellular,312,1,999,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
47,basic.4y,telephone,190,1,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
31,basic.6y,telephone,533,3,999,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
33,professional.course,telephone,140,1,999,nonexistent,1.1,93.994,-36.4,4.86,5191,0
37,basic.9y,telephone,240,2,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
52,basic.9y,cellular,809,1,999,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1
51,high.school,cellular,105,2,999,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
34,high.school,cellular,1598,4,999,nonexistent,-0.1,93.2,-42,4.076,5195.8,1
48,basic.4y,cellular,106,2,999,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
55,unknown,telephone,319,1,999,nonexistent,1.1,93.994,-36.4,4.864,5191,0
50,professional.course,cellular,154,1,999,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,0
36,high.school,cellular,283,1,999,failure,-1.8,92.893,-46.2,1.344,5099.1,0
36,basic.9y,telephone,702,2,999,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
33,university.degree,cellular,498,1,999,failure,-1.8,92.893,-46.2,1.313,5099.1,0
51,basic.9y,cellular,64,5,999,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
26,basic.4y,cellular,53,17,999,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
38,university.degree,cellular,288,1,999,nonexistent,-1.7,94.055,-39.8,0.742,4991.6,0
29,university.degree,cellular,91,1,999,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
26,professional.course,cellular,439,1,999,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
35,university.degree,cellular,184,2,999,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
42,university.degree,cellular,46,4,999,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
36,university.degree,cellular,222,1,999,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,1
53,university.degree,cellular,494,1,2,success,-1.8,93.075,-47.1,1.365,5099.1,1
48,university.degree,cellular,694,2,999,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
45,university.degree,cellular,323,1,999,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,1
41,university.degree,telephone,595,1,999,nonexistent,-3,92.713,-33,0.715,5023.5,1
51,high.school,cellular,549,2,999,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
60,basic.9y,cellular,707,3,999,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1
35,basic.4y,cellular,203,1,999,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
47,professional.course,cellular,428,2,999,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
25,basic.9y,telephone,76,1,999,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
54,university.degree,telephone,28,8,999,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
25,university.degree,cellular,143,2,999,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,0
50,professional.course,telephone,329,1,999,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
54,unknown,cellular,122,2,999,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
39,university.degree,telephone,51,4,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
33,high.school,telephone,214,4,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
59,professional.course,telephone,8,1,999,failure,-1.7,94.055,-39.8,0.702,4991.6,0
58,professional.course,cellular,483,2,999,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
50,basic.9y,cellular,241,2,999,failure,-0.1,93.2,-42,4.153,5195.8,0
42,basic.4y,telephone,812,1,999,nonexistent,1.4,94.465,-41.8,4.866,5228.1,1
58,basic.4y,cellular,127,1,999,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
44,university.degree,cellular,79,3,999,failure,-1.8,92.893,-46.2,1.244,5099.1,0
41,university.degree,telephone,378,1,999,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
28,basic.9y,telephone,1064,4,999,nonexistent,1.1,93.994,-36.4,4.859,5191,1
39,basic.6y,telephone,269,3,999,nonexistent,1.1,93.994,-36.4,4.855,5191,0
58,university.degree,telephone,236,10,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
38,basic.6y,cellular,530,3,999,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
40,professional.course,cellular,94,1,999,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
36,university.degree,cellular,267,2,999,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
38,basic.6y,telephone,205,2,999,nonexistent,1.1,93.994,-36.4,4.855,5191,0
57,university.degree,telephone,379,2,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
44,basic.4y,telephone,299,4,999,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
26,university.degree,telephone,394,1,999,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
29,basic.9y,cellular,72,1,999,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0
30,basic.9y,cellular,362,6,999,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
54,professional.course,cellular,121,1,999,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
52,university.degree,telephone,189,1,999,nonexistent,1.1,93.994,-36.4,4.86,5191,0
32,university.degree,cellular,213,1,999,failure,-1.8,92.893,-46.2,1.327,5099.1,0
27,professional.course,cellular,347,2,999,failure,-1.8,92.893,-46.2,1.327,5099.1,1
29,basic.9y,cellular,201,1,999,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
35,basic.9y,telephone,344,2,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
35,basic.4y,cellular,291,3,999,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
35,university.degree,cellular,90,2,999,failure,-0.1,93.2,-42,4.153,5195.8,0
43,basic.9y,telephone,73,3,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
36,professional.course,cellular,262,1,999,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
27,professional.course,telephone,271,1,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
43,high.school,cellular,710,1,999,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1
43,university.degree,cellular,899,1,999,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
59,basic.4y,cellular,13,6,999,failure,-1.8,92.893,-46.2,1.354,5099.1,0
34,high.school,telephone,63,1,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
28,high.school,cellular,293,3,999,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
33,university.degree,cellular,126,2,999,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
30,basic.6y,telephone,124,1,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
28,high.school,cellular,609,1,11,success,-1.8,92.893,-46.2,1.327,5099.1,1
28,university.degree,cellular,63,4,999,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
43,high.school,cellular,610,1,999,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,1
45,basic.9y,cellular,232,2,999,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,1
25,high.school,cellular,113,1,999,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
31,university.degree,cellular,40,1,999,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
35,high.school,telephone,1349,5,999,nonexistent,1.1,93.994,-36.4,4.857,5191,1
46,basic.4y,cellular,42,4,999,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
39,high.school,cellular,130,3,999,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0
31,professional.course,cellular,184,1,999,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
41,basic.6y,telephone,15,1,999,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
47,university.degree,cellular,376,2,999,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
52,university.degree,telephone,423,2,999,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
32,university.degree,cellular,285,8,999,nonexistent,-1.8,92.843,-50,1.52,5099.1,1
47,university.degree,telephone,104,3,999,nonexistent,1.1,93.994,-36.4,4.864,5191,0
35,university.degree,telephone,192,1,999,nonexistent,1.1,93.994,-36.4,4.859,5191,0
32,university.degree,telephone,125,2,999,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
46,basic.9y,cellular,221,2,999,failure,-1.8,93.075,-47.1,1.435,5099.1,0
59,professional.course,telephone,724,1,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
25,basic.4y,telephone,186,4,999,nonexistent,1.1,93.994,-36.4,4.856,5191,0
39,professional.course,telephone,356,2,999,nonexistent,1.1,93.994,-36.4,4.86,5191,0
32,professional.course,cellular,256,1,999,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
31,basic.9y,telephone,199,4,999,nonexistent,1.1,93.994,-36.4,4.859,5191,0
33,high.school,cellular,399,1,999,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
88,basic.4y,cellular,323,1,999,nonexistent,-1.8,92.843,-50,1.663,5099.1,1
57,university.degree,telephone,187,7,999,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
49,university.degree,cellular,202,1,999,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
43,high.school,cellular,345,1,999,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,0
32,university.degree,cellular,500,1,999,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
24,professional.course,cellular,227,1,4,success,-2.9,92.963,-40.8,1.206,5076.2,1
40,basic.6y,telephone,49,1,999,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
39,university.degree,telephone,36,3,999,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
53,basic.4y,telephone,1186,4,999,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1
36,basic.6y,cellular,235,1,999,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
33,high.school,cellular,134,1,999,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
30,university.degree,cellular,139,2,999,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
28,basic.9y,cellular,155,1,999,failure,-1.8,92.893,-46.2,1.281,5099.1,0
40,basic.4y,telephone,178,5,999,failure,-0.1,93.2,-42,4.12,5195.8,0
23,basic.4y,cellular,1372,4,999,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,0
36,basic.9y,telephone,377,1,999,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
48,unknown,telephone,509,2,999,nonexistent,1.1,93.994,-36.4,4.864,5191,0
45,professional.course,cellular,80,1,999,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
50,basic.4y,cellular,128,1,999,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
37,basic.6y,telephone,95,1,999,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0
59,professional.course,cellular,87,2,999,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
34,basic.4y,cellular,211,2,999,failure,-1.8,92.893,-46.2,1.344,5099.1,0
40,professional.course,cellular,305,1,999,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
34,university.degree,cellular,266,3,999,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
53,university.degree,cellular,88,4,999,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
28,unknown,telephone,643,1,999,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
39,high.school,cellular,286,2,999,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,0
52,university.degree,cellular,15,7,999,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
49,professional.course,cellular,364,1,999,failure,-1.8,92.893,-46.2,1.313,5099.1,0
28,professional.course,telephone,80,2,999,nonexistent,1.1,93.994,-36.4,4.856,5191,0
34,university.degree,telephone,396,1,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
45,professional.course,cellular,105,1,999,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
47,university.degree,cellular,61,2,999,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
25,basic.9y,cellular,263,1,999,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
24,high.school,cellular,282,1,999,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
37,university.degree,cellular,75,3,999,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
40,basic.6y,cellular,179,1,999,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
34,university.degree,telephone,79,5,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
36,university.degree,cellular,74,1,999,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
25,unknown,cellular,232,3,999,failure,-1.8,93.749,-34.6,0.643,5008.7,0
29,basic.9y,cellular,273,3,999,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0
41,basic.4y,telephone,105,3,999,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
26,basic.9y,telephone,73,2,999,nonexistent,1.1,93.994,-36.4,4.856,5191,0
39,high.school,cellular,479,2,999,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
32,high.school,cellular,549,2,999,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
47,basic.9y,telephone,71,1,999,nonexistent,1.1,93.994,-36.4,4.859,5191,0
31,basic.6y,telephone,12,3,999,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
47,university.degree,cellular,39,9,999,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
57,university.degree,telephone,156,2,999,nonexistent,1.4,93.918,-42.7,4.955,5228.1,0
52,basic.9y,telephone,1666,1,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
37,basic.6y,cellular,114,1,999,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
36,high.school,cellular,117,1,999,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
34,unknown,cellular,162,2,999,failure,-1.1,94.767,-50.8,1.046,4963.6,0
31,university.degree,cellular,332,1,999,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
59,unknown,telephone,113,1,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
49,basic.4y,telephone,158,10,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
57,high.school,cellular,82,1,999,failure,-1.8,93.075,-47.1,1.415,5099.1,0
36,university.degree,telephone,72,1,999,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
47,professional.course,telephone,27,1,999,nonexistent,1.1,93.994,-36.4,4.858,5191,0
28,university.degree,telephone,78,5,999,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
33,basic.9y,cellular,116,1,999,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
49,basic.9y,cellular,265,1,999,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
30,high.school,cellular,1352,2,999,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
28,basic.6y,telephone,330,2,999,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
41,high.school,cellular,62,4,999,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
31,university.degree,telephone,211,2,999,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
40,basic.6y,cellular,2926,2,999,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
45,university.degree,cellular,220,1,999,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
24,high.school,telephone,198,1,999,nonexistent,1.1,93.994,-36.4,4.855,5191,0
41,basic.4y,cellular,107,2,999,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
42,basic.4y,cellular,486,1,999,failure,-1.8,93.075,-47.1,1.405,5099.1,0
39,university.degree,telephone,109,4,999,nonexistent,1.1,93.994,-36.4,4.856,5191,0
30,high.school,cellular,200,1,999,failure,-1.7,94.027,-38.3,0.904,4991.6,0
38,university.degree,telephone,109,1,999,nonexistent,1.1,93.994,-36.4,4.859,5191,0
57,university.degree,telephone,190,3,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
39,basic.6y,cellular,121,1,999,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
24,high.school,cellular,257,4,999,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
41,basic.6y,telephone,407,4,999,nonexistent,1.1,93.994,-36.4,4.855,5191,0
39,professional.course,telephone,575,2,999,nonexistent,1.1,93.994,-36.4,4.858,5191,0
46,basic.4y,cellular,584,1,999,failure,-0.1,93.2,-42,4.12,5195.8,0
48,basic.4y,cellular,84,1,999,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
57,basic.4y,telephone,19,4,999,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
58,basic.4y,telephone,148,3,999,nonexistent,1.1,93.994,-36.4,4.86,5191,0
27,basic.4y,cellular,83,1,999,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
48,high.school,cellular,113,1,999,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
56,basic.4y,cellular,119,1,999,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
29,high.school,telephone,235,2,999,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
49,high.school,cellular,231,2,999,failure,-1.8,92.893,-46.2,1.334,5099.1,0
27,high.school,telephone,656,2,999,nonexistent,1.1,93.994,-36.4,4.859,5191,0
46,university.degree,cellular,210,1,999,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
25,basic.9y,cellular,17,18,999,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
35,professional.course,cellular,570,3,999,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
34,high.school,cellular,67,2,999,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
25,high.school,telephone,461,1,999,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,1
40,professional.course,telephone,92,6,999,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
25,high.school,telephone,4,2,999,nonexistent,1.1,93.994,-36.4,4.859,5191,0
32,high.school,cellular,222,2,999,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
45,basic.9y,telephone,281,4,999,nonexistent,1.1,93.994,-36.4,4.864,5191,0
33,high.school,cellular,212,1,999,nonexistent,-3.4,92.379,-29.8,0.819,5017.5,1
37,high.school,telephone,74,1,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
41,university.degree,cellular,884,1,999,failure,-1.8,93.075,-47.1,1.41,5099.1,0
39,basic.6y,cellular,286,2,999,failure,-1.8,93.075,-47.1,1.405,5099.1,0
44,basic.9y,telephone,116,2,999,nonexistent,1.1,93.994,-36.4,4.855,5191,0
51,basic.4y,cellular,325,1,3,success,-1.7,94.055,-39.8,0.754,4991.6,1
40,basic.6y,telephone,386,1,999,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
35,professional.course,cellular,41,1,999,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
38,university.degree,telephone,241,2,999,nonexistent,1.1,93.994,-36.4,4.856,5191,0
31,university.degree,telephone,225,2,999,nonexistent,1.1,93.994,-36.4,4.856,5191,0
73,basic.4y,cellular,305,1,999,nonexistent,-1.7,94.215,-40.3,0.835,4991.6,1
30,university.degree,telephone,211,3,999,nonexistent,1.1,93.994,-36.4,4.856,5191,0
38,professional.course,telephone,143,2,999,nonexistent,1.1,93.994,-36.4,4.858,5191,0
41,high.school,telephone,16,1,999,nonexistent,1.1,93.994,-36.4,4.857,5191,0
52,unknown,telephone,77,1,999,nonexistent,1.1,93.994,-36.4,4.856,5191,0
30,basic.9y,cellular,348,1,999,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
30,basic.4y,cellular,243,2,999,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
31,professional.course,telephone,16,12,999,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26,basic.6y,telephone,18,1,999,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
46,high.school,cellular,243,1,999,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
43,professional.course,cellular,104,5,999,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
28,basic.9y,cellular,22,5,999,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
35,university.degree,cellular,270,2,999,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
49,basic.9y,telephone,1149,2,999,nonexistent,1.4,94.465,-41.8,4.866,5228.1,1
59,basic.4y,cellular,1397,3,999,failure,-1.8,93.749,-34.6,0.642,5008.7,1
34,professional.course,cellular,531,2,2,success,-2.9,92.201,-31.4,0.849,5076.2,1
55,university.degree,telephone,220,7,999,nonexistent,-1.8,93.369,-34.8,0.654,5008.7,0
45,university.degree,cellular,117,2,999,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
36,university.degree,cellular,208,2,999,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
33,basic.9y,cellular,218,3,999,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
38,high.school,cellular,6,5,999,failure,-1.8,92.893,-46.2,1.313,5099.1,0
35,high.school,telephone,228,3,999,nonexistent,1.1,93.994,-36.4,4.86,5191,0
30,high.school,cellular,201,2,999,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,0
30,high.school,cellular,102,3,10,success,-1.8,93.749,-34.6,0.645,5008.7,0
38,high.school,telephone,117,2,999,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
40,university.degree,telephone,17,21,999,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
37,professional.course,cellular,392,1,999,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
52,basic.4y,telephone,633,1,999,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1
47,professional.course,cellular,318,1,999,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
37,university.degree,telephone,316,2,999,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
32,university.degree,telephone,90,1,999,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
